target,precursor_ids,doi,year,type
Na0.2Nd0.6CeO3,"205,652,363",10.1016/j.materresbull.2017.09.064,2018,test
Na0.5Nd0.5CeO3,"205,652,363",10.1016/j.materresbull.2017.09.064,2018,test
Na0.8Nd0.4CeO3,"205,652,363",10.1016/j.materresbull.2017.09.064,2018,test
Li2Mg2.2TiO5.2,"200,40,709",10.1016/j.materresbull.2017.10.012,2018,test
NaCaBeSi2O6F,"676,425,606,490",10.1016/j.materresbull.2017.11.059,2018,test
Lu2Gd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
Lu1.6Gd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
Lu1.2Gd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
LuGd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
Lu0.8Gd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
Lu0.4Gd2Mo3O12,"277,595,6",10.1016/j.materresbull.2017.12.004,2018,test
MgTmGaO4,"351,40,176",10.1016/j.materresbull.2018.04.042,2018,test
Na3MgZrP3O12,"310,652,452,286",10.1016/j.materresbull.2018.06.022,2018,test
Ca4Y6Si6O25,"425,490,43",10.1016/j.materresbull.2018.06.038,2018,test
Ba0.0645Al0.0645Zn0.1613Si0.1613B0.2366O1,"282,512,17,490,457",10.1016/j.materresbull.2018.09.014,2018,test
Li0.3333Ca0.0041Ti0.1633Nb0.2O1,"425,200,186,709",10.1016/j.matlet.2017.09.042,2018,test
LiCa0.123Ti0.4Nb0.6O3,"425,200,186,709",10.1016/j.matlet.2017.09.042,2018,test
Ba0.1083Ti0.1083Fe0.225Bi0.225O1,"65,641,564,709",10.1016/j.matlet.2018.01.031,2018,test
LiTaCuO4,"150,200,116",10.1016/j.matlet.2018.01.031,2018,test
In22Ga65Sn13,"563,390,541",10.1016/j.matlet.2018.05.111,2018,test
SrGd0.5Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
SrGd0.475Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
SrGd0.45Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
SrGd0.425Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
SrGd0.4Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
SrGd0.375Nb0.5O3,"277,186,795",10.1016/j.matlet.2018.07.012,2018,test
ZrTa2CoO8,"488,116,286",10.1016/j.matlet.2018.07.136,2018,test
ZrNbVWMo,"81,198,616,605,393",10.1016/j.matlet.2018.08.060,2018,test
Li1.3Mg0.3Ti0.9Fe3.5O8,"564,200,40,709",10.1016/j.matlet.2018.08.109,2018,test
Co38Ni35Al27,"259,493,756",10.1016/j.matlet.2018.08.152,2018,test
Co35Ni32Zn10Al23,"259,493,756,342",10.1016/j.matlet.2018.08.152,2018,test
Ti0.2Co4Sb11.5Te0.5,"493,108,502,480",10.1016/j.matlet.2018.08.157,2018,test
Ti0.3Co4Sb11.5Te0.5,"493,108,502,480",10.1016/j.matlet.2018.08.157,2018,test
Ti0.5Co4Sb11.5Te0.5,"493,108,502,480",10.1016/j.matlet.2018.08.157,2018,test
Cu3Al10Sn,"259,550,541",10.1016/j.micromeso.2016.11.036,2018,test
V6Pb10O25,"646,268",10.1016/j.molstruc.2017.09.036,2018,test
Be12.5Zr33Ti45.7Ni3Cu5.8,"495,550,756,480,393",10.1016/j.msea.2018.01.042,2018,test
Zr40TiAl15,"259,480,393",10.1016/j.msea.2018.02.104,2018,test
Be15Zr19Ti47V12Cu7,"495,550,480,616,393",10.1016/j.msea.2018.08.062,2018,test
Cr10Mn50Fe30Co10,"493,283,26,556",10.1016/j.msea.2018.08.109,2018,test
Cr10Mn20Fe60Co10,"493,283,26,556",10.1016/j.msea.2018.08.109,2018,test
Zr0.5Ti0.5Pb0.9BiO3,"641,646,709,286",10.1016/j.mseb.2017.11.023,2018,test
Zr0.5Ti0.5Pb0.8BiO3,"641,646,709,286",10.1016/j.mseb.2017.11.023,2018,test
Zr0.5Ti0.5Pb0.7BiO3,"641,646,709,286",10.1016/j.mseb.2017.11.023,2018,test
Zr0.5Ti0.5Pb0.6BiO3,"641,646,709,286",10.1016/j.mseb.2017.11.023,2018,test
Na6MgS4O16,"369,261",10.1016/j.mseb.2017.12.001,2018,test
K4Ca7Si11O31,"173,521,490",10.1016/j.msec.2018.01.002,2018,test
Li3VMo3O12,"764,6,268",10.1016/j.nanoen.2017.11.079,2018,test
SbSI,"431,345,108",10.1016/j.nanoen.2018.05.058,2018,test
Na0.335Li0.015Sr0.3TiBi0.35O3,"641,200,652,795,709",10.1016/j.nanoen.2018.06.016,2018,test
Na0.295Li0.015Sr0.38TiBi0.31O3,"641,200,652,795,709",10.1016/j.nanoen.2018.06.016,2018,test
Ag0.1Sb0.1,"534,108",10.1016/j.nanoen.2018.07.019,2018,test
Ca0.65Nd0.35Ti0.65Al0.35O3,"282,425,363,70",10.1016/j.optmat.2017.10.039,2018,test
Na0.0541Ca0.1081Al0.2162Si0.2973C0.027O1F0.2162,"282,782,652,490",10.1016/j.optmat.2017.11.009,2018,test
MgLa1.96TiBi0.04O6,"641,339,40,709",10.1016/j.optmat.2017.11.031,2018,test
Na0.1576Ca0.0398Ce0.0019Al0.0215Si0.2881H0.0645C0.1186O1,"423,425,205,652,490",10.1016/j.optmat.2017.12.055,2018,test
Li6CaF8,"782,670",10.1016/j.optmat.2018.05.027,2018,test
Ca4Y5.94Si4O24,"425,490,43",10.1016/j.optmat.2018.05.041,2018,test
Ca4Y5.97Si4O24,"425,490,43",10.1016/j.optmat.2018.05.041,2018,test
Sr2ScCuSeO3,"550,156,733,262",10.1016/j.optmat.2018.06.016,2018,test
Sr3Sc2Cu2Se2O5,"550,156,733,262",10.1016/j.optmat.2018.06.016,2018,test
NaTaGeO5,"244,652,116",10.1016/j.optmat.2018.09.002,2018,test
ZnB8Pb5O18,"512,579,457",10.1016/j.physb.2018.08.024,2018,test
Na1.5Li0.5WO4,"200,652,177",10.1016/j.physe.2018.04.032,2018,test
CaGd4F14,"782,643",10.1016/j.powtec.2018.03.013,2018,test
Li2SiB4O9,"512,200,490",10.1016/j.radmeas.2018.02.009,2018,test
Ti10Fe30Co30Ni30,"493,26,756,480",10.1016/j.scriptamat.2017.09.023,2018,test
Yb2Zr2O7,"588,286",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2Ce0.2Zr1.8O7,"205,588,286",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2Ce0.6Zr1.4O7,"205,588,286",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2CeZrO7,"205,588,286",10.1016/j.scriptamat.2018.04.031,2018,test
Ba0.1Sr1.9TiMo0.5Fe0.5O6,"65,564,30,795,709",10.1016/j.scriptamat.2018.06.022,2018,test
Ba0.2Sr1.8TiMo0.5Fe0.5O6,"65,564,30,795,709",10.1016/j.scriptamat.2018.06.022,2018,test
CaMgTi3Fe1.33O12,"173,564,310,709",10.1016/j.snb.2018.01.207,2018,test
AuCu3,"178,550",10.1016/j.solidstatesciences.2018.03.008,2018,test
Sm0.15Fe1.8Ni2.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.2Fe1.8Ni2.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.45Fe1.8Ni2.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.7Fe1.8Ni2.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.15Fe2Ni2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
SmFe10(NiSb6)10,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.45Fe2Ni2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.7Fe2Ni2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.15Fe2.8Ni1.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
SmFe14(NiSb10)6,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.45Fe2.8Ni1.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.7Fe2.8Ni1.2Sb12,"26,756,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.15Fe4Sb12,"26,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm(FeSb3)20,"26,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.45Fe4Sb12,"26,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
Sm0.7Fe4Sb12,"26,108,454",10.1016/j.solidstatesciences.2018.03.012,2018,test
TiNbSn2O6F,"186,760,218,709",10.1016/j.solidstatesciences.2018.05.001,2018,test
Nb2Sn2SO6,"186,218,324",10.1016/j.solidstatesciences.2018.05.001,2018,test
Na2BeGeO4,"676,244,652",10.1016/j.solidstatesciences.2018.05.007,2018,test
Fe0.4Ga3.6Bi2O9,"641,564,351",10.1016/j.solidstatesciences.2018.06.009,2018,test
Fe3.6Ga0.4Bi2O9,"641,564,351",10.1016/j.solidstatesciences.2018.06.009,2018,test
Zr26Ti49Ni25,"756,480,393",10.1016/j.solidstatesciences.2018.06.012,2018,test
LiBaPO4,"65,200,193",10.1016/j.solidstatesciences.2018.07.005,2018,test
NaMgCl3,"196,292",10.1016/j.solmat.2017.11.014,2018,test
KNa2Li2C2O6Cl,"628,200,652",10.1016/j.solmat.2018.08.028,2018,test
Ca3Rh4Sn13,"591,610,541",10.1016/j.ssc.2017.11.006,2018,test
Cu2GeO4,"150,244",10.1016/j.ssc.2018.01.017,2018,test
Li6.23La3Zr1.88Al0.26O11.76,"282,339,764,286",10.1016/j.ssi.2017.12.034,2018,test
Ca0.5Sm0.5FeO3,"425,564,130",10.1016/j.ssi.2017.12.038,2018,test
Ho5.4Zr0.6MoO12.3,"135,30,286",10.1016/j.ssi.2018.02.001,2018,test
Li7La3Zr1.75Nb0.25Al0.1O12,"282,339,109,186,286",10.1016/j.ssi.2018.05.015,2018,test
Li3.3PO4,"358,356",10.1016/j.ssi.2018.07.011,2018,test
LiIn,"390,158",10.1016/j.ssi.2018.07.013,2018,test
Na0.3081Ca0.077P0.3076O1,"425,652,46",10.1016/j.ssi.2018.08.011,2018,test
Li4GeO4,"244,109",10.1016/j.ssi.2018.09.011,2018,test
Li5SiO4F,"200,670,490",10.1016/j.ssi.2018.10.014,2018,test
La6W2O15,"339,177",10.1016/j.ssi.2018.10.026,2018,test
Pr2Ni0.66Cu0.41Ga0.064O4,"150,351,661,265",10.1016/j.ssi.2018.10.027,2018,test
Cr2FeCoNi,"493,283,26,756",10.1016/j.surfcoat.2018.03.035,2018,test
Ti0.5Cr2FeCoNi,"493,283,26,756,480",10.1016/j.surfcoat.2018.03.035,2018,test
TiCr2FeCoNi,"493,283,26,756,480",10.1016/j.surfcoat.2018.03.035,2018,test
Yb0.008La0.192Ge0.2B0.2O1,"512,244,339,588",10.1016/j.yofte.2018.01.015,2018,test
CaFe2As2,"167,591,26",10.1038/s41427-018-0030-9,2018,test
Co5Zn21,"493,342",10.1038/s41467-017-02167-y,2018,test
Mg44.1Zn41Al14.9,"259,792,342",10.1038/s41467-017-02667-x,2018,test
Mg43Zn42.1Al14.9,"259,792,342",10.1038/s41467-017-02667-x,2018,test
ZrCoSnBi,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoSnBi0.95,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoSnBi0.9,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoSnBi0.85,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoSnBi0.8,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoSnBi0.75,"561,493,541,393",10.1038/s41467-018-04958-3,2018,test
ZrCoBi0.75Sb,"561,493,108,393",10.1038/s41467-018-04958-3,2018,test
ZrCoBi0.7Sb,"561,493,108,393",10.1038/s41467-018-04958-3,2018,test
ZrCoBi0.65Sb,"561,493,108,393",10.1038/s41467-018-04958-3,2018,test
ZrCoBi0.6Sb,"561,493,108,393",10.1038/s41467-018-04958-3,2018,test
ZrCoBi,"561,493,393",10.1038/s41467-018-04958-3,2018,test
Nb16W5O55,"553,797",10.1038/s41586-018-0347-0,2018,test
Nb18W16O93,"553,797",10.1038/s41586-018-0347-0,2018,test
La0.08TiPb1.01O3.13,"339,738,709",10.1038/s41598-017-18810-z,2018,test
Na3SbSe4,"80,108,733",10.1038/s41598-018-27301-8,2018,test
Cr0.4Fe1.6CoO4,"417,663,564",10.1038/s41598-018-30132-2,2018,test
Li2TiS3,"387,98",10.1038/s41598-018-33518-4,2018,test
Na2V3O7,"652,268",10.1038/s41598-018-35608-9,2018,test
Na4V3O7,"652,268",10.1038/s41598-018-35608-9,2018,test
TbNbO4,"186,145",10.1039/c7ce02072d,2018,test
Na2Ca3Si6O16,"425,652,490",10.1039/c7ce02135f,2018,test
NbVO5,"186,268",10.1039/c7cp07157d,2018,test
CsBaYB6O12,"512,65,266,43",10.1039/c7dt04223j,2018,test
RbBaYB6O12,"512,65,1,43",10.1039/c7dt04223j,2018,test
Ba0.9Ca0.1F2,"460,782",10.1039/c7dt04487a,2018,test
Ba0.8Ca0.2F2,"460,782",10.1039/c7dt04487a,2018,test
Ba0.2Ca0.8F2,"460,782",10.1039/c7dt04487a,2018,test
NaMg2V3O10,"479,652,613",10.1039/c7dt04664b,2018,test
Na1.01Mg1.99V2.99Mo0.01O10,"479,6,652,613",10.1039/c7dt04664b,2018,test
Na1.05Mg1.95V2.95Mo0.05O10,"479,6,652,613",10.1039/c7dt04664b,2018,test
Na1.1Mg1.9V2.9Mo0.1O10,"479,6,652,613",10.1039/c7dt04664b,2018,test
Na1.2Mg1.8V2.8Mo0.2O10,"479,6,652,613",10.1039/c7dt04664b,2018,test
Na1.3Mg1.7V2.7Mo0.3O10,"479,6,652,613",10.1039/c7dt04664b,2018,test
Li2MnO2F,"358,670,235",10.1039/c7ee03195e,2018,test
Sr3Fe1.25Ni0.75O7,"564,661,795",10.1039/c7ta07113b,2018,test
Ba3NbWO8.5,"65,186,177",10.1039/c7ta08989a,2018,test
WBi7O13.5,"641,177",10.1039/c7ta09225c,2018,test
LiLa2NbO6,"339,200,186",10.1039/c7ta09496e,2018,test
Na3TiVP3O12,"46,709,613",10.1039/c7ta10689k,2018,test
Na0.667Li0.18Mn0.8Fe0.2O2,"564,200,235,652",10.1039/c7ta11180k,2018,test
Cr2Se3,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.94S0.06,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.88S0.12,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.82S0.18,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.76S0.24,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.7S0.3,"283,345,733",10.1039/c7tc04749e,2018,test
Cr2Se2.64S0.36,"283,345,733",10.1039/c7tc04749e,2018,test
Ca2Mn3O8,"425,157",10.1039/c7tc05187e,2018,test
BaAl4S7,"259,578,345",10.1039/c7tc05693a,2018,test
Sr2.5Ca1.5Mn2CoO9,"425,417,357,795",10.1039/c7tc05968j,2018,test
Sr1.3Ca2.7Mn2CoO9,"425,417,357,795",10.1039/c7tc05968j,2018,test
DyScO3,"590,156",10.1039/c8ce00335a,2018,test
GdScO3,"277,156",10.1039/c8ce00335a,2018,test
Sr2TiSi4O12,"490,795,709",10.1039/c8ce00460a,2018,test
Gd0.05Y0.95B20,"170,83,367",10.1039/c8dt00563j,2018,test
Gd0.25Y0.75B20,"170,83,367",10.1039/c8dt00563j,2018,test
Gd0.5Y0.5B20,"170,83,367",10.1039/c8dt00563j,2018,test
Gd0.75Y0.25B20,"170,83,367",10.1039/c8dt00563j,2018,test
Gd0.95Y0.05B20,"170,83,367",10.1039/c8dt00563j,2018,test
Ca2YMn0.001Sb0.999O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca2YMn0.001Sb0.999O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca2YMn0.003Sb0.997O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca2YMn0.01Sb0.99O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca2YMn0.015Sb0.985O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca2YMn0.02Sb0.98O6,"425,357,647,43",10.1039/c8dt00992a,2018,test
Ca0.8Y2.4Sn0.8O6,"425,753,43",10.1039/c8dt01024b,2018,test
Ba2GdMn0.001Sb0.999O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.001Sb0.999O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.003Sb0.997O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.005Sb0.995O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.01Sb0.99O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.015Sb0.985O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ba2GdMn0.02Sb0.98O6,"65,277,357,647",10.1039/c8dt01575a,2018,test
Ti0.85PtSb,"252,108,480",10.1039/c8ee00306h,2018,test
Ti0.75PtSb,"252,108,480",10.1039/c8ee00306h,2018,test
La8Ge6Bi2O27,"641,244,339",10.1039/c8ta00546j,2018,test
Na2V3P2O13,"46,268",10.1039/c8ta00588e,2018,test
Na2Mg2NiH6,"214,411,756",10.1039/c8ta00822a,2018,test
GeSe,"407,733",10.1039/c8ta01393d,2018,test
Ag0.05GeSb0.05Te0.1Se,"534,407,108,733,502",10.1039/c8ta01393d,2018,test
Ag0.1GeSb0.1Te0.2Se,"534,407,108,733,502",10.1039/c8ta01393d,2018,test
Ag0.15GeSb0.15Te0.3Se,"534,407,108,733,502",10.1039/c8ta01393d,2018,test
Ag0.2GeSb0.2Te0.4Se,"534,407,108,733,502",10.1039/c8ta01393d,2018,test
Ag0.3GeSb0.3Te0.6Se,"534,407,108,733,502",10.1039/c8ta01393d,2018,test
Li6.375La3Zr1.375Nb0.625O12,"76,109,186,286",10.1039/c8ta02276c,2018,test
Sr2Ta2Bi3O11Cl,"641,403,795,116",10.1039/c8ta03321h,2018,test
GdSb,"83,108",10.1039/c8tc00028j,2018,test
MnFe3O5,"258,357",10.1039/c8tc00053k,2018,test
Sb2Se3,"108,733",10.1039/c8tc01683f,2018,test
Sn0.06Sb1.94Se3,"108,733,541",10.1039/c8tc01683f,2018,test
Sn0.1Sb1.9Se3,"108,733,541",10.1039/c8tc01683f,2018,test
Sn0.14Sb1.86Se3,"108,733,541",10.1039/c8tc01683f,2018,test
Sn0.2Sb1.8Se3,"108,733,541",10.1039/c8tc01683f,2018,test
Bi0.5Sb1.5Te2.8Se0.3,"561,108,733,502",10.1063/1.5002658,2018,test
Bi0.5Sb1.5Te2.85Se0.3,"561,108,733,502",10.1063/1.5002658,2018,test
Bi0.5Sb1.5Te2.96Se0.3,"561,108,733,502",10.1063/1.5002658,2018,test
Gd2In,"83,390",10.1063/1.5005573,2018,test
HoCr0.75Fe0.25O3,"663,564,566",10.1063/1.5006562,2018,test
Mn33.4Ni51In15.6,"390,556,756",10.1063/1.5007223,2018,test
Ba4Fe36Co0.2Ni1.8O60,"65,638,564,661",10.1063/1.5007750,2018,test
Ba4Fe36Co0.4Ni1.6O60,"65,638,564,661",10.1063/1.5007750,2018,test
Ba4Fe36Co0.6Ni1.4O60,"65,638,564,661",10.1063/1.5007750,2018,test
Ba4Fe36Co0.8Ni1.2O60,"65,638,564,661",10.1063/1.5007750,2018,test
CdSiCO,"106,786",10.1063/1.5012046,2018,test
La0.02Zr0.945Ti0.05Pb0.98O3,"339,646,709,286",10.1063/1.5018431,2018,test
Ce70Ni3Cu18.5Ga8.5,"323,550,563,756",10.1063/1.5018487,2018,test
ZrTe2,"502,393",10.1063/1.5019316,2018,test
Co5Si92.15P2.85,"493,13,650",10.1063/1.5019614,2018,test
Ba2FeSbSe5,"578,26,108,733",10.1063/1.5024618,2018,test
Zn0.02In0.96Sn0.02O3,"732,753,457",10.1063/1.5026492,2018,test
Zn0.04In0.92Sn0.04O3,"732,753,457",10.1063/1.5026492,2018,test
Zn0.06In0.88Sn0.06O3,"732,753,457",10.1063/1.5026492,2018,test
Zn0.08In0.84Sn0.08O3,"732,753,457",10.1063/1.5026492,2018,test
Ba0.6Mg0.2Ti0.8Bi0.4O3,"65,641,310,709",10.1063/1.5030381,2018,test
TiCrCuS4,"283,550,345,480",10.1063/1.5036828,2018,test
Dy45Co55,"493,72",10.1063/1.5037357,2018,test
Dy50Co50,"493,72",10.1063/1.5037357,2018,test
Dy55Co45,"493,72",10.1063/1.5037357,2018,test
Dy60Co40,"493,72",10.1063/1.5037357,2018,test
Dy65Co35,"493,72",10.1063/1.5037357,2018,test
Dy68Co32,"493,72",10.1063/1.5037357,2018,test
Dy70Co30,"493,72",10.1063/1.5037357,2018,test
Dy75Co25,"493,72",10.1063/1.5037357,2018,test
Ca3Mn2O7,"425,489",10.1063/1.5037525,2018,test
Ba4Eu2Nb8Fe2O30,"65,60,564,186",10.1063/1.5041072,2018,test
La0.02Zr0.475Pb0.97Sn0.525O3,"339,646,753,286",10.1063/1.5044712,2018,test
SrSmCo2O5,"417,130,262",10.1063/1.5045492,2018,test
Yb3Ga5O12,"351,588",10.1063/1.5047264,2018,test
Ba4Sm2Zr0.4Ti3.6Ta6O30,"65,130,116,709,286",10.1063/1.5048555,2018,test
Ba4Sm2Zr1.2Ti2.8Ta6O30,"65,130,116,709,286",10.1063/1.5048555,2018,test
Ba4Sm2Zr2Ti2Ta6O30,"65,130,116,709,286",10.1063/1.5048555,2018,test
Ba4Sm2Zr2.8Ti1.2Ta6O30,"65,130,116,709,286",10.1063/1.5048555,2018,test
Sr4Cu2TlSO5,"150,255,569,309",10.1063/1.5049855,2018,test
Sr4Cu2TlSO4,"150,255,569,309",10.1063/1.5049855,2018,test
Sr4CrCu2TlO4,"663,150,255,569,309",10.1063/1.5049855,2018,test
Mn2AlB2,"259,170,556",10.1063/1.5054379,2018,test
GdFeTeO6,"564,277,21",10.1063/1.5054675,2018,test
Cu2OCl2,"234,150",10.1063/1.5054928,2018,test
In2Te2.7Se0.3,"390,733,502",10.1063/1.5057734,2018,test
In2Te2.88Se0.12,"390,733,502",10.1063/1.5057734,2018,test
La0.06Cr2Ge1.94Te6,"283,407,484,502",10.1063/1.5064787,2018,test
Cr2Ga0.06Ge1.94Te6,"283,563,407,502",10.1063/1.5064787,2018,test
Ti0.06Cr1.94Ge2Te6,"283,407,502,480",10.1063/1.5064787,2018,test
Cr1.98Fe0.02Ge2Te6,"283,26,407,502",10.1063/1.5064787,2018,test
Cr1.94Fe0.06Ge2Te6,"283,26,407,502",10.1063/1.5064787,2018,test
Cr1.9Fe0.1Ge2Te6,"283,26,407,502",10.1063/1.5064787,2018,test
Cr1.86Fe0.14Ge2Te6,"283,26,407,502",10.1063/1.5064787,2018,test
Gd0.0067Er0.1Bi0.56O1,"641,220,277",10.1111/ijac.12824,2018,test
Gd0.0333Er0.1Bi0.5333O1,"641,220,277",10.1111/ijac.12824,2018,test
Gd0.0067Er0.1333Bi0.5267O1,"641,220,277",10.1111/ijac.12824,2018,test
Gd0.0333Er0.1333Bi0.5O1,"641,220,277",10.1111/ijac.12824,2018,test
SbAsS2I2,"167,431,345,108",10.1111/ijag.12279,2018,test
Na4Li2P4O13,"200,349,46",10.1111/ijag.12316,2018,test
Nb0.1641Zn0.1094Ge0.1172Bi0.1641O1,"641,244,186,457",10.1111/ijag.12343,2018,test
Nb0.1929Zn0.1183Ge0.0551Bi0.1929O1,"641,244,186,457",10.1111/ijag.12343,2018,test
Na0.1961Zn0.1471Te0.0098W0.2451O1,"652,21,177,457",10.1111/jace.15464,2018,test
Ca9V7BiO28,"641,425,613",10.1111/jace.15545,2018,test
Ca7.5Mg1.5V7BiO28,"641,425,40,613",10.1111/jace.15545,2018,test
BaCaMgAl2SiO8,"282,17,173,40,490",10.1111/jace.15559,2018,test
BaSm2O4,"65,130",10.1111/jace.15810,2018,test
Ba3Sm4O9,"65,130",10.1111/jace.15810,2018,test
Ba2Y1.94Si4O13,"65,490,43",10.1111/jace.16048,2018,test
Ba2Y2Si4O13,"65,490,43",10.1111/jace.16048,2018,test
Ca3ZnAl4O10,"282,425,457",10.1111/jace.16065,2018,test
AlZn3P13O37,"423,446,457",10.1111/jace.16067,2018,test
Nd0.0027Al0.0271Zn0.0813P0.3496O1,"423,363,446,457",10.1111/jace.16067,2018,test
Ca0.0552Al0.1326Bi0.0037B0.4936O1,"282,512,641,425",10.1111/jace.16084,2018,test
Li2Ca5Al6Ge10O29F12,"282,782,244,670",10.1111/jace.16095,2018,test
Na20Zn15Si25Se2O73,"652,490,457,740",10.1111/jace.16102,2018,test
Na2Ta2SiO8,"652,490,116",10.1111/jace.16121,2018,test
Na40SiBi2O25,"641,652,490",10.1111/jace.16121,2018,test
Cu15As30Te55,"167,550,502",10.1111/jace.16137,2018,test
Na2TiGeO5,"244,652,709",10.1111/jace.16156,2018,test
Na2Ti0.995Cr0.005GeO5,"663,244,652,709",10.1111/jace.16156,2018,test
Ba0.4004B0.3998O1,"512,65",10.1111/jace.16165,2018,test
LiLa2Mn0.002Sb0.998O6,"339,200,235,134",10.1149/2.0191801jss,2018,test
Mg4GeO5.5F,"244,504,40",10.1149/2.0241801jss,2018,test
Mg4Ti0.05Ge0.95O5.5F,"244,504,40,709",10.1149/2.0241801jss,2018,test
Mg4Ti0.1Ge0.9O5.5F,"244,504,40,709",10.1149/2.0241801jss,2018,test
Mg4Ti0.15Ge0.85O5.5F,"244,504,40,709",10.1149/2.0241801jss,2018,test
Mg4Ti0.2Ge0.8O5.5F,"244,504,40,709",10.1149/2.0241801jss,2018,test
Na0.66Ti0.333Cr0.333Fe0.333O2,"663,421,633,709",10.1149/2.0631803jes,2018,test
Mg3Al2,"259,792",10.1149/2.0881809jes,2018,test
Li1.3Ta0.3Mn0.4O2,"200,235,116",10.1002/adfm.201808294,2019,test
YZrB24,"170,367,393",10.1002/adfm.201900293,2019,test
ZrSiS,"345,650,393",10.1002/adfm.201900438,2019,test
Mo6S3Br6,"81,228,345",10.1002/adfm.201902951,2019,test
Na0.9Mn0.48Fe0.3Cu0.22O2,"150,564,235,652",10.1002/adfm.201903795,2019,test
LiTaSiO5,"200,490,116",10.1002/adfm.201904232,2019,test
CsNbW2O9,"584,186,177",10.1002/adma.201903620,2019,test
Li6.5Ba0.5La2.5ZrNbO12,"757,339,37,186,286",10.1002/smll.202000279,2020,test
Zn1.1Sb,"108,342",10.1002/admi.201900467,2019,test
Zn1.09Ge0.01Sb,"407,108,342",10.1002/admi.201900467,2019,test
Zn1.08Ge0.02Sb,"407,108,342",10.1002/admi.201900467,2019,test
Zn1.06Ge0.04Sb,"407,108,342",10.1002/admi.201900467,2019,test
Zn1.04Ge0.06Sb,"407,108,342",10.1002/admi.201900467,2019,test
Sr2MgAl22O36,"282,479,795",10.1002/adom.201801419,2019,test
Ca3Ga4O9,"425,351",10.1002/adom.201900006,2019,test
LiYGeO4,"244,200,43",10.1002/adom.201900526,2019,test
Li1.125Zr0.125Ta0.875SiO5,"200,490,116,286",10.1002/aenm.201803821,2019,test
